snippet_std,preprocessed_snippet,date_std,source
SBS World News Radio The South Australian government is supporting the start of a medicinal cannabis industry in the hope of boosting the,"['SBS', 'World', 'News', 'Radio', 'The', 'South', 'Australian', 'government', 'supporting', 'start', 'medicinal', 'cannabis', 'industry', 'hope', 'boosting']",2017-02-02,snippet
Growing medicinal cannabis is now legal in Australia but we need to do more before the drug is legally prescribed to patients,"['Growing', 'medicinal', 'cannabis', 'legal', 'Australia', 'need', 'drug', 'legally', 'prescribed', 'patient']",2016-11-02,snippet
Health Minister Sussan Ley says the government plans to amend drugs legislation to allow a licensing scheme for medicinal cannabis,"['Health', 'Minister', 'Sussan', 'Ley', 'say', 'government', 'plan', 'amend', 'drug', 'legislation', 'allow', 'licensing', 'scheme', 'medicinal', 'cannabis']",2015-10-17,snippet
Doctors in NSW will be able to prescribe medicinal cannabis for their patients who are seriously ill from Monday,"['Doctors', 'NSW', 'able', 'prescribe', 'medicinal', 'cannabis', 'patient', 'seriously', 'ill', 'Monday']",2016-07-31,snippet
Medicinal cannabis laws are now in place in Queensland with the state s health minister describing the reform as groundbreaking,"['Medicinal', 'cannabis', 'law', 'place', 'Queensland', 'state', 'health', 'minister', 'describing', 'reform', 'groundbreaking']",2016-10-13,snippet
The South Australian government says people can already get access to medical marijuana in the state despite claims there are legal hurdles,"['The', 'South', 'Australian', 'government', 'say', 'people', 'already', 'get', 'access', 'medical', 'marijuana', 'state', 'despite', 'claim', 'legal', 'hurdle']",2017-03-03,snippet
Soon to be listed medicinal cannabis firm AusCann has partnered with Canada s Canopy Growth Corporation to drive the sector forward in,"['Soon', 'listed', 'medicinal', 'cannabis', 'firm', 'AusCann', 'partnered', 'Canada', 'Canopy', 'Growth', 'Corporation', 'drive', 'sector', 'forward']",2016-05-10,snippet
Australia will get the green light to start exporting medicinal cannabis products and the federal health minister hopes it can become the,"['Australia', 'get', 'green', 'light', 'start', 'exporting', 'medicinal', 'cannabis', 'product', 'federal', 'health', 'minister', 'hope', 'become']",2018-01-04,snippet
A report on Australia s fledgling medicinal cannabis industry suggests it could expand to almost 200 times its current size within a decade,"['A', 'report', 'Australia', 'fledgling', 'medicinal', 'cannabis', 'industry', 'suggests', 'could', 'expand', 'almost', '200', 'time', 'current', 'size', 'within', 'decade']",2018-10-29,snippet
Creso Pharma a developer of medicinal cannabis therapies for both humans and animals has enjoyed a strong debut on the share market,"['Creso', 'Pharma', 'developer', 'medicinal', 'cannabis', 'therapy', 'human', 'animal', 'enjoyed', 'strong', 'debut', 'share', 'market']",2016-10-20,snippet
For now these health products are only available in California and to those with medical marijuana cards Cannabis is illegal at the federal,"['For', 'health', 'product', 'available', 'California', 'medical', 'marijuana', 'card', 'Cannabis', 'illegal', 'federal']",2016-03-31,snippet
Plants in a cannabis farm Victoria could soon grow its own medical marijuana to help legally treat people AAP Victoria could soon grow,"['Plants', 'cannabis', 'farm', 'Victoria', 'could', 'soon', 'grow', 'medical', 'marijuana', 'help', 'legally', 'treat', 'people', 'AAP', 'Victoria', 'could', 'soon', 'grow']",2015-09-11,snippet
Madison Williamson 15 has been taking medical cannabis as part of her treatment for epilepsy for the past 10 months and hasn t had a seizure,"['Madison', 'Williamson', '15', 'taking', 'medical', 'cannabis', 'part', 'treatment', 'epilepsy', 'past', '10', 'month', 'seizure']",2019-10-13,snippet
Olivia Newton John will campaign for easier access to medicinal cannabis to manage pain for cancer patients,"['Olivia', 'Newton', 'John', 'campaign', 'easier', 'access', 'medicinal', 'cannabis', 'manage', 'pain', 'cancer', 'patient']",2017-09-03,snippet
Medical cannabis growing in northern Israel Source AAP Australian medicinal marijuana patients will soon be able to access the drug within,"['Medical', 'cannabis', 'growing', 'northern', 'Israel', 'Source', 'AAP', 'Australian', 'medicinal', 'marijuana', 'patient', 'soon', 'able', 'access', 'drug', 'within']",2017-02-22,snippet
Cannabis will be available in German pharmacies on prescription and the public health system will cover the cost as part of a draft bill,"['Cannabis', 'available', 'German', 'pharmacy', 'prescription', 'public', 'health', 'system', 'cover', 'cost', 'part', 'draft', 'bill']",2016-05-04,snippet
Businesses can now apply to grow medicinal cannabis or manufacture medicinal cannabis products in Australia after new laws came into effect,"['Businesses', 'apply', 'grow', 'medicinal', 'cannabis', 'manufacture', 'medicinal', 'cannabis', 'product', 'Australia', 'new', 'law', 'came', 'effect']",2016-10-30,snippet
SBS World News Radio Doctors have expressed reservations about new laws making it easier for terminally ill patients to get medical cannabis,"['SBS', 'World', 'News', 'Radio', 'Doctors', 'expressed', 'reservation', 'new', 'law', 'making', 'easier', 'terminally', 'ill', 'patient', 'get', 'medical', 'cannabis']",2017-06-14,snippet
The Turnbull government has introduced laws allowing medicinal cannabis cultivation but critics say more needs to be done to legalise the,"['The', 'Turnbull', 'government', 'introduced', 'law', 'allowing', 'medicinal', 'cannabis', 'cultivation', 'critic', 'say', 'need', 'done', 'legalise']",2016-02-09,snippet
Medicinal cannabis is being successfully grown in a secret Victorian location ahead of the drug being made available for sick children next,"['Medicinal', 'cannabis', 'successfully', 'grown', 'secret', 'Victorian', 'location', 'ahead', 'drug', 'made', 'available', 'sick', 'child', 'next']",2016-04-19,snippet
The barriers facing patients accessing medicinal cannabis will be placed under scrutiny during a Parliamentary inquiry into how Australia,"['The', 'barrier', 'facing', 'patient', 'accessing', 'medicinal', 'cannabis', 'placed', 'scrutiny', 'Parliamentary', 'inquiry', 'Australia']",2019-11-15,snippet
A parliamentary inquiry has heard palliative care experts are not convinced draft laws legalising medicinal cannabis are in patients best,"['A', 'parliamentary', 'inquiry', 'heard', 'palliative', 'care', 'expert', 'convinced', 'draft', 'law', 'legalising', 'medicinal', 'cannabis', 'patient', 'best']",2015-03-30,snippet
Is it legal Medical practitioners in Australia can legally prescribe medicinal cannabis through regulated pathways such as the Special Access,"['Is', 'legal', 'Medical', 'practitioner', 'Australia', 'legally', 'prescribe', 'medicinal', 'cannabis', 'regulated', 'pathway', 'Special', 'Access']",2019-11-12,snippet
The NSW government has announced the first trial into medicinal cannabis will begin in early next year at a Newcastle hospital,"['The', 'NSW', 'government', 'announced', 'first', 'trial', 'medicinal', 'cannabis', 'begin', 'early', 'next', 'year', 'Newcastle', 'hospital']",2015-07-27,snippet
A survey of GPs shows that while most support the prescribed use of medicinal cannabis for their patients they lack the training to help,"['A', 'survey', 'GPs', 'show', 'support', 'prescribed', 'use', 'medicinal', 'cannabis', 'patient', 'lack', 'training', 'help']",2018-07-04,snippet
Malcolm Turnbull has ruled out an amnesty on medicinal cannabis saying it would be irresponsible for the government to do so,"['Malcolm', 'Turnbull', 'ruled', 'amnesty', 'medicinal', 'cannabis', 'saying', 'would', 'irresponsible', 'government']",2017-01-17,snippet
A Greens private bill to make importing medicinal cannabis easier has passed the Senate but the government plans to block the changes in,"['A', 'Greens', 'private', 'bill', 'make', 'importing', 'medicinal', 'cannabis', 'easier', 'passed', 'Senate', 'government', 'plan', 'block', 'change']",2017-10-19,snippet
A medicinal trial has shown cannabidiol CBD significantly reduces seizures in children with the rare genetic brain dysfunction and can even,"['A', 'medicinal', 'trial', 'shown', 'cannabidiol', 'CBD', 'significantly', 'reduces', 'seizure', 'child', 'rare', 'genetic', 'brain', 'dysfunction', 'even']",2017-05-25,snippet
The Victorian government wants to provide a legal supply of medicinal cannabis for severely epileptic children from 2017 in a national,"['The', 'Victorian', 'government', 'want', 'provide', 'legal', 'supply', 'medicinal', 'cannabis', 'severely', 'epileptic', 'child', '2017', 'national']",2015-10-06,snippet
Doctors will get quicker approval of medical marijuana prescriptions under a streamlined process announced by the NSW and federal,"['Doctors', 'get', 'quicker', 'approval', 'medical', 'marijuana', 'prescription', 'streamlined', 'process', 'announced', 'NSW', 'federal']",2018-03-02,snippet
Mr Dick said they included details about where to source medicinal cannabis dosages and different treatment regimes Medical practitioners,"['Mr', 'Dick', 'said', 'included', 'detail', 'source', 'medicinal', 'cannabis', 'dosage', 'different', 'treatment', 'regime', 'Medical', 'practitioner']",2017-01-26,snippet
A Queensland medicinal cannabis company wants to build a hub for other manufacturers to steer growth of the emerging national industry,"['A', 'Queensland', 'medicinal', 'cannabis', 'company', 'want', 'build', 'hub', 'manufacturer', 'steer', 'growth', 'emerging', 'national', 'industry']",2018-04-30,snippet
Victoria is set to become the first state in Australia to legalise cannabis for medical use,"['Victoria', 'set', 'become', 'first', 'state', 'Australia', 'legalise', 'cannabis', 'medical', 'use']",2015-10-08,snippet
Queensland s health minister has introduced legislation into parliament to legalise the production and use of medicinal cannabis,"['Queensland', 'health', 'minister', 'introduced', 'legislation', 'parliament', 'legalise', 'production', 'use', 'medicinal', 'cannabis']",2016-05-10,snippet
Australia could have a healthy stock of medicinal cannabis within eight weeks with the federal government to ease importation laws to meet,"['Australia', 'could', 'healthy', 'stock', 'medicinal', 'cannabis', 'within', 'eight', 'week', 'federal', 'government', 'ease', 'importation', 'law', 'meet']",2017-02-22,snippet
A woman whose son was the first person in Queensland to be given access to medicinal cannabis is worried about the way regulators are going,"['A', 'woman', 'whose', 'son', 'first', 'person', 'Queensland', 'given', 'access', 'medicinal', 'cannabis', 'worried', 'way', 'regulator', 'going']",2017-10-26,snippet
Shares in medicinal cannabis supplier Althea Group have gone sky high as the Melbourne based company makes its debut on the ASX,"['Shares', 'medicinal', 'cannabis', 'supplier', 'Althea', 'Group', 'gone', 'sky', 'high', 'Melbourne', 'based', 'company', 'make', 'debut', 'ASX']",2018-09-21,snippet
Children with severe epilepsy will be given first access to medicinal cannabis from early 2017 following the passing of new laws in,"['Children', 'severe', 'epilepsy', 'given', 'first', 'access', 'medicinal', 'cannabis', 'early', '2017', 'following', 'passing', 'new', 'law']",2016-04-12,snippet
Rules making it harder for dying patients to access medicinal cannabis have been overturned by the Senate,"['Rules', 'making', 'harder', 'dying', 'patient', 'access', 'medicinal', 'cannabis', 'overturned', 'Senate']",2017-06-13,snippet
The WA opposition and Greens have welcomed the Barnett government s decision to embrace medicinal cannabis while Epilepsy WA says it should,"['The', 'WA', 'opposition', 'Greens', 'welcomed', 'Barnett', 'government', 'decision', 'embrace', 'medicinal', 'cannabis', 'Epilepsy', 'WA', 'say']",2016-10-28,snippet
The West Australian premier and health minister will meet with medical leaders to raise awareness about medicinal cannabis,"['The', 'West', 'Australian', 'premier', 'health', 'minister', 'meet', 'medical', 'leader', 'raise', 'awareness', 'medicinal', 'cannabis']",2017-05-21,snippet
Last November the NSW government established a parliamentary inquiry into the use of cannabis for medical purposes The bipartisan committee,"['Last', 'November', 'NSW', 'government', 'established', 'parliamentary', 'inquiry', 'use', 'cannabis', 'medical', 'purpose', 'The', 'bipartisan', 'committee']",2013-11-16,snippet
NSW may be a step closer to legalising medicinal cannabis after Premier Mike Baird met a terminally ill cancer patient who is using the drug,"['NSW', 'may', 'step', 'closer', 'legalising', 'medicinal', 'cannabis', 'Premier', 'Mike', 'Baird', 'met', 'terminally', 'ill', 'cancer', 'patient', 'using', 'drug']",2014-07-23,snippet
Tasmania and NSW have joined forces to research the future use of medicinal cannabis to treat epilepsy and chemotherapy induced nausea,"['Tasmania', 'NSW', 'joined', 'force', 'research', 'future', 'use', 'medicinal', 'cannabis', 'treat', 'epilepsy', 'chemotherapy', 'induced', 'nausea']",2015-12-10,snippet
